molecule,label
[C][C][=C][C][=C][Branch2][Ring2][O][C][N][C][=C][Branch2][Ring1][=C][C][Branch1][C][O][N][C][C][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][O][C][=C][Ring2][Ring1][=C],0
[C][C][=C][C][=C][N][C][=Branch1][C][=O][N][=C][Branch2][Ring1][=Branch1][S][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][=C][Ring2][Ring1][#Branch2][Ring2][Ring1][=Branch1],0
[O][=C][Branch2][Ring1][Ring2][C][O][C][C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][O][N][=Ring1][#Branch2][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=N],0
[C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],0
[C][O][C][C][=C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=C][Ring1][S][O][C][=C][C][=C][C][=C][Ring2][Ring1][N][Ring1][=Branch1],0
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C],0
[C][C][=Branch1][C][=O][C][=C][Branch1][C][C][NH1][C][Branch2][Ring2][Branch2][C][=Branch1][C][=O][C][N][C][C][N][Branch2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][C][Ring2][Ring1][C][=C][Ring2][Ring1][O][C],0
[C][C][C][C][N][C][Branch1][=C][S][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C][=N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][C][Ring2][Ring1][=Branch2][=O],0
[O][=C][Branch1][S][O][N][=C][C][C][C][C][O][C][=C][C][=Ring1][Branch1][Ring1][=Branch2][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],1
[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C][C][C][C][=C][Ring1][N][Ring1][=Branch1],0
[C][C][=C][C][=C][C][Branch2][Ring2][C][O][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C][=C][Ring2][Ring1][O],0
[C][O][C][=C][C][=C][Branch2][Ring2][Branch1][O][C][=N][C][=C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][N][Ring1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][N],0
[C][O][C][=C][C][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][S][C][=C][Branch1][=Branch2][C][=Ring1][Branch1][C][Branch1][C][N][=O][C][C][C][C][Ring1][#Branch2][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][Branch2][O][C],0
[C][C][=C][C][=C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][=Branch2][Ring1][Branch2][=C][C][=C][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2][C][Ring2][Ring1][Branch1][=O][C][=C][Ring2][Ring1][S],0
[C][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][N][C][=Branch1][C][=O][N][Branch2][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Ring2][Ring1][O][=O],0
[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][N][=C][Branch2][Ring1][Branch2][N][C][C][N][Branch1][=C][C][=Branch1][C][=S][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][N][=C][Ring2][Ring1][Branch1][Ring2][Ring1][=N],0
[C][N][C][=C][C][C][Ring1][Branch1][C][=Branch1][#Branch2][=C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][#C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],1
[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][Branch1][#C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1][Ring2][Ring1][#Branch2],0
[C][C][=C][C][=Branch1][C][=O][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Branch1][Branch2][N][=C][N][Branch1][C][C][C][=N][Ring2][Ring1][Ring2],0
[C][C][=C][C][=Branch1][C][=O][N][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][C][Branch1][C][C][=N][N][Ring1][=Branch1][C],0
[C][C][O][C][=Branch1][C][=O][C][C][=N][N][Branch1][S][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][=Ring1][=C][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C],0
[O][=C][Branch2][Ring1][P][N][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][Cl][C][=C][Ring2][Ring1][Ring1][C][=C][C][=C][O][Ring1][Branch1],0
[O][=C][Branch2][Ring1][=N][C][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N],0
[C][C][N][=C][Branch1][C][N][S][C][=Ring1][=Branch1][C][=C][S][C][Branch1][P][N][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][=N][Ring1][#C],0
[C][C][=C][C][=C][N][C][=C][Branch2][Ring1][Branch1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][N][=C][Ring2][Ring1][Branch1][Ring1][P],0
[C][C][=C][C][=C][N][=C][Branch1][#C][S][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][NH1][C][Ring1][#C][=C][Ring2][Ring1][Ring1],0
[O][=C][Branch1][P][O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=C][C][=C][C][=Branch1][C][=O][N][C][=Branch1][Branch2][=N][C][Ring1][#Branch1][=C][Ring1][O][C][C][C][Ring1][Branch2],0
[C][=C][C][C][S][C][Branch1][O][N][N][=C][C][=C][C][=C][S][Ring1][Branch1][=N][C][=Ring1][=N][O],0
[C][C][Branch1][C][C][C][C][N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][C][Ring1][N][C],0
[C][C][=C][C][=C][Branch2][Ring2][=C][N][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][=N][C][=Branch1][C][=O][C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][O][N][C][=C][C][=C][Ring1][Branch1][C][C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][P][C],0
[C][N][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][Ring1][#Branch1],0
[C][N][C][=Branch1][C][=O][C][=Branch2][Ring1][=N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring2][Ring1][=N][=O],0
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][Br][=C][Ring1][=Branch2][C],0
[C][O][C][=C][C][=C][Branch2][Ring2][N][C][=C][C][C][C][C][C][Ring1][=Branch1][=N][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][Ring1][N][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][P][O][C],0
[C][C][N][Branch1][Ring1][C][C][C][C][N][C][Branch1][C][O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O][=C][Ring1][#C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1],0
[C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][N][=Ring1][O],0
[C][C][=C][C][=C][Branch2][Ring1][Branch1][S][C][C][=Branch1][C][=O][N][C][C][=S][Branch1][C][O][Branch1][C][O][=C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][C],0
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][P][C][N][C][=Branch1][C][=O][C][C][C][N][Branch1][P][C][=N][N][=C][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][S][Ring1][#Branch2][C][C][Ring1][S][C][=C][Ring2][Ring1][#Branch2],0
